text,duration,question,answer,speech_path,whisper_transcription
above all things i desire to settle the matter quietly and discreetly,4.32,What does the person in the text desire above everything else?,"Above all things, the person in the text desires to settle the matter quietly and discreetly.",LibriSpeech/test-clean/1580/141083/1580-141083-0013.wav,
to the best of my belief they were rolled up,2.855,How were they according to the speaker's belief? ,Rolled up.,LibriSpeech/test-clean/1580/141083/1580-141083-0014.wav,
did anyone know that these proofs would be there no one save the printer,4.985,"Who, besides the printer, knew that these proofs would be there?",No one.,LibriSpeech/test-clean/1580/141083/1580-141083-0015.wav,
i was in such a hurry to come to you you left your door open,4.255,What happened because the person was in a hurry to come to someone?,The person left their door open because they were in such a hurry to come to the other person.,LibriSpeech/test-clean/1580/141083/1580-141083-0016.wav,
so it seems to me,2.2800000000000002,What is the speaker's perspective on the situation?,It appears that the speaker is sharing their personal opinion or observation about the situation.,LibriSpeech/test-clean/1580/141083/1580-141083-0017.wav,
now mister soames at your disposal,2.675,Who is now available for assistance?,Mister Soames is now available for assistance.,LibriSpeech/test-clean/1580/141083/1580-141083-0018.wav,
above were three students one on each story,2.705,How many students were there on each story?,There was one student on each story.,LibriSpeech/test-clean/1580/141083/1580-141083-0019.wav,
then he approached it and standing on tiptoe with his neck craned he looked into the room,5.135,What did the person do after approaching something?,The person stood on tiptoe with their neck craned and looked into the room.,LibriSpeech/test-clean/1580/141083/1580-141083-0020.wav,
there is no opening except the one pane said our learned guide,3.715,Are there any other openings besides the one mentioned by our knowledgeable guide?,"No, there is no opening except the one pane, as said by our learned guide.",LibriSpeech/test-clean/1580/141083/1580-141083-0021.wav,
i am afraid there are no signs here said he,3.295,What did the person say about the signs?,"The person said, ""I am afraid there are no signs here.""",LibriSpeech/test-clean/1580/141083/1580-141083-0022.wav,
one could hardly hope for any upon so dry a day,3.33,What can one hope for on such a dry day?,Hardly anything can be hoped for on such a dry day.,LibriSpeech/test-clean/1580/141083/1580-141083-0023.wav,
you left him in a chair you say which chair by the window there,4.48,Where did you leave him?,In a chair by the window.,LibriSpeech/test-clean/1580/141083/1580-141083-0024.wav,
the man entered and took the papers sheet by sheet from the central table,3.9050000000000002,What did the man do after entering the room?,The man took the papers sheet by sheet from the central table.,LibriSpeech/test-clean/1580/141083/1580-141083-0025.wav,
as a matter of fact he could not said soames for i entered by the side door,4.775,Who did the speaker enter by the side door?,"The speaker entered by the side door because he could not say ""Soames.""",LibriSpeech/test-clean/1580/141083/1580-141083-0026.wav,
how long would it take him to do that using every possible contraction a quarter of an hour not less,5.225,"How much time would it take for him to do that using every possible contraction, if each contraction took one-quarter of an hour or more?",It would take him at least one hour.,LibriSpeech/test-clean/1580/141083/1580-141083-0027.wav,
then he tossed it down and seized the next,2.585,What did he do after tossing it down?,He seized the next.,LibriSpeech/test-clean/1580/141083/1580-141083-0028.wav,
he was in the midst of that when your return caused him to make a very hurried retreat very hurried since he had not time to replace the papers which would tell you that he had been there,10.055,What caused the person mentioned in the text to make a hurried retreat without replacing some important papers?,What caused him to make a very hurried retreat without replacing the papers which would tell you that he had been there was your return.,LibriSpeech/test-clean/1580/141083/1580-141083-0029.wav,
mister soames was somewhat overwhelmed by this flood of information,3.48,How did Mister Soames feel after receiving all this information?,Mister Soames was somewhat overwhelmed by this flood of information.,LibriSpeech/test-clean/1580/141083/1580-141083-0030.wav,
holmes held out a small chip with the letters n n and a space of clear wood after them you see,6.25,What did Holmes hold out to the protagonist?,"Holmes held out a small chip with the letters ""N N"" and a space of clear wood after them.",LibriSpeech/test-clean/1580/141083/1580-141083-0031.wav,
watson i have always done you an injustice there are others,4.135,Who does the speaker think they have always treated unfairly?,Watson.,LibriSpeech/test-clean/1580/141083/1580-141083-0032.wav,
i was hoping that if the paper on which he wrote was thin some trace of it might come through upon this polished surface no i see nothing,7.45,Did the speaker find any trace of writing on the polished surface?,"No, the speaker did not see anything on the polished surface.",LibriSpeech/test-clean/1580/141083/1580-141083-0033.wav,
as holmes drew the curtain i was aware from some little rigidity and alertness of his attitude that he was prepared for an emergency,6.99,What was Holmes' state of mind or demeanor as he drew the curtain?,"From his little rigidity and alertness, it is apparent that Holmes was prepared for an emergency.",LibriSpeech/test-clean/1580/141083/1580-141083-0034.wav,
holmes turned away and stooped suddenly to the floor halloa what's this,4.98,What did Holmes do suddenly and what did he notice on the floor?,"Holmes turned away and stooped suddenly to the floor. He observed something and exclaimed, ""Halloa, what's this?""",LibriSpeech/test-clean/1580/141083/1580-141083-0035.wav,
holmes held it out on his open palm in the glare of the electric light,3.98,What was Holmes doing with something under the light?,Holmes was holding something on his open palm in the glare of the electric light.,LibriSpeech/test-clean/1580/141083/1580-141083-0036.wav,
what could he do he caught up everything which would betray him and he rushed into your bedroom to conceal himself,5.73,Why did he rush into the bedroom to conceal himself?,He rushed into the bedroom to conceal himself because he caught up everything that would betray him.,LibriSpeech/test-clean/1580/141083/1580-141083-0037.wav,
i understand you to say that there are three students who use this stair and are in the habit of passing your door yes there are,7.535,How many students use this stair and pass the door regularly?,There are three students who use this stair and are in the habit of passing the door.,LibriSpeech/test-clean/1580/141083/1580-141083-0038.wav,
and they are all in for this examination yes,3.725,Are they all prepared for this examination?,"Yes, they are all in for this examination.",LibriSpeech/test-clean/1580/141083/1580-141083-0039.wav,
one hardly likes to throw suspicion where there are no proofs,3.75,How does one feel about throwing suspicion when there are no proofs available?,One hardly likes to throw suspicion where there are no proofs.,LibriSpeech/test-clean/1580/141083/1580-141083-0040.wav,
let us hear the suspicions i will look after the proofs,3.575,What do you suggest we do with the suspicions?,"Let us hear the suspicions, and I will take care of gathering the necessary evidence.",LibriSpeech/test-clean/1580/141083/1580-141083-0041.wav,
my scholar has been left very poor but he is hard working and industrious he will do well,5.865,How is the scholar described in terms of his financial status and work ethic?,"The scholar has been left very poor, but he is hard working and industrious.",LibriSpeech/test-clean/1580/141083/1580-141083-0042.wav,
the top floor belongs to miles mc laren,2.74,Who does the top floor belong to?,The top floor belongs to Miles McLaren.,LibriSpeech/test-clean/1580/141083/1580-141083-0043.wav,
i dare not go so far as that but of the three he is perhaps the least unlikely,5.505,"Is the person mentioned in the text likely to do something, based on the speaker's opinion?","No, the person mentioned is not likely to do something, according to the speaker's opinion.",LibriSpeech/test-clean/1580/141083/1580-141083-0044.wav,
he was still suffering from this sudden disturbance of the quiet routine of his life,4.36,How did the sudden disturbance affect his life?,The sudden disturbance affected his life by causing him to suffer from its impact on the quiet routine he was used to.,LibriSpeech/test-clean/1580/141083/1580-141083-0045.wav,
but i have occasionally done the same thing at other times,3.5300000000000002,What has the speaker done at other times?,The speaker has occasionally done the same thing.,LibriSpeech/test-clean/1580/141083/1580-141083-0046.wav,
did you look at these papers on the table,2.605,What is the location of the papers being referred to in the text?,The papers being referred to in the text are on the table.,LibriSpeech/test-clean/1580/141083/1580-141083-0047.wav,
how came you to leave the key in the door,2.785,What is the inquiry about leaving the key in the door?,How did you happen to leave the key in the door?,LibriSpeech/test-clean/1580/141083/1580-141083-0048.wav,
anyone in the room could get out yes sir,3.8450625,Is it possible for anyone in the room to leave?,"Yes, sir.",LibriSpeech/test-clean/1580/141083/1580-141083-0049.wav,
i really don't think he knew much about it mister holmes,3.085,"Who is the subject of the statement ""i really don't think he knew much about it, mister holmes""?","The subject of the statement ""i really don't think he knew much about it, mister holmes"" is someone other than Mr. Holmes.",LibriSpeech/test-clean/1580/141083/1580-141083-0050.wav,
only for a minute or so,1.98,How long does the speaker suggest to do something?,Only for a minute or so.,LibriSpeech/test-clean/1580/141083/1580-141083-0051.wav,
oh i would not venture to say sir,3.45,"What is the person hesitating to say, according to the text?","The person is hesitating to say something, as mentioned in the text.",LibriSpeech/test-clean/1580/141083/1580-141083-0052.wav,
you haven't seen any of them no sir,4.015,Have you seen any of them?,"No sir, you haven't seen any of them.",LibriSpeech/test-clean/1580/141083/1580-141083-0053.wav,
it was the indian whose dark silhouette appeared suddenly upon his blind,4.615,Whose silhouette appeared suddenly upon his blind?,The Indian's silhouette appeared suddenly upon his blind.,LibriSpeech/test-clean/1580/141084/1580-141084-0000.wav,
he was pacing swiftly up and down his room,3.265,How was he moving in his room?,He was pacing swiftly up and down his room.,LibriSpeech/test-clean/1580/141084/1580-141084-0001.wav,
this set of rooms is quite the oldest in the college and it is not unusual for visitors to go over them,5.905,How would you describe the age and popularity of this set of rooms in the college?,"This set of rooms is quite the oldest in the college, and it is not unusual for visitors to go over them.",LibriSpeech/test-clean/1580/141084/1580-141084-0002.wav,
no names please said holmes as we knocked at gilchrist's door,4.1,"Why did Holmes say ""no names please"" as they knocked at Gilchrist's door?",To protect the privacy and identity of the individuals involved in the situation.,LibriSpeech/test-clean/1580/141084/1580-141084-0003.wav,
of course he did not realize that it was i who was knocking but none the less his conduct was very uncourteous and indeed under the circumstances rather suspicious,9.005,Did the person knocking on the door realize that it was the speaker?,"No, the person knocking on the door did not realize that it was the speaker.",LibriSpeech/test-clean/1580/141084/1580-141084-0004.wav,
that is very important said holmes,2.515,What did Holmes say was very important?,"Holmes said, ""That is very important.""",LibriSpeech/test-clean/1580/141084/1580-141084-0005.wav,
you don't seem to realize the position,2.135,What is the impression that the person has about the other person's awareness of their situation?,The person feels that the other person is not aware or understanding of their current position.,LibriSpeech/test-clean/1580/141084/1580-141084-0006.wav,
to morrow is the examination,2.02,What is happening tomorrow?,The examination.,LibriSpeech/test-clean/1580/141084/1580-141084-0007.wav,
i cannot allow the examination to be held if one of the papers has been tampered with the situation must be faced,6.795,What is the speaker's stance on the examination if one of the papers has been tampered with?,The speaker cannot allow the examination to be held if one of the papers has been tampered with; the situation must be faced.,LibriSpeech/test-clean/1580/141084/1580-141084-0008.wav,
it is possible that i may be in a position then to indicate some course of action,4.6850000000000005,What are the potential implications of being in a position to indicate some course of action?,It is possible that having the ability to indicate some course of action can lead to positive outcomes or provide guidance in a particular situation.,LibriSpeech/test-clean/1580/141084/1580-141084-0009.wav,
i will take the black clay with me also the pencil cuttings good bye,4.47,What items will the person take with them?,The person will take the black clay and the pencil cuttings with them.,LibriSpeech/test-clean/1580/141084/1580-141084-0010.wav,
when we were out in the darkness of the quadrangle we again looked up at the windows,5.0,What were the speakers doing when they looked up at the windows?,"When they looked up at the windows, they were out in the darkness of the quadrangle.",LibriSpeech/test-clean/1580/141084/1580-141084-0011.wav,
the foul mouthed fellow at the top,2.485,"Who is being referred to as ""the foul mouthed fellow at the top"" in the English text?","The specific person being referred to as ""the foul mouthed fellow at the top"" is not identified in the given text, so it is impossible to determine their identity without using outside knowledge.",LibriSpeech/test-clean/1580/141084/1580-141084-0012.wav,
he is the one with the worst record,2.225,Who has the worst record among them all?,He is the one with the worst record.,LibriSpeech/test-clean/1580/141084/1580-141084-0013.wav,
why bannister the servant what's his game in the matter,3.9699999999999998,"What role does Bannister, the servant, play in the matter discussed in the text?",The text does not provide information about Bannister's role or what game he might be playing in the matter.,LibriSpeech/test-clean/1580/141084/1580-141084-0014.wav,
he impressed me as being a perfectly honest man,3.47,What was your impression of him?,He seemed to be a perfectly honest man.,LibriSpeech/test-clean/1580/141084/1580-141084-0015.wav,
my friend did not appear to be depressed by his failure but shrugged his shoulders in half humorous resignation,5.96,How did the friend react to his failure?,He shrugged his shoulders in half humorous resignation.,LibriSpeech/test-clean/1580/141084/1580-141084-0016.wav,
no good my dear watson,2.0,Is Watson good at something?,"No, Watson is not good at something.",LibriSpeech/test-clean/1580/141084/1580-141084-0017.wav,
i think so you have formed a conclusion,3.345,Have you come to a conclusion about the matter?,"I think so, I have formed a conclusion.",LibriSpeech/test-clean/1580/141084/1580-141084-0018.wav,
yes my dear watson i have solved the mystery,3.125,Who has solved the mystery?,"Yes, my dear Watson.",LibriSpeech/test-clean/1580/141084/1580-141084-0019.wav,
look at that he held out his hand,2.86,"What did he do after saying ""look at that""?",He held out his hand.,LibriSpeech/test-clean/1580/141084/1580-141084-0020.wav,
on the palm were three little pyramids of black doughy clay,4.01,What was found on the palm?,Three little pyramids of black doughy clay.,LibriSpeech/test-clean/1580/141084/1580-141084-0021.wav,
and one more this morning,2.06,How many times did something happen this morning?,One more time this morning.,LibriSpeech/test-clean/1580/141084/1580-141084-0022.wav,
in a few hours the examination would commence and he was still in the dilemma between making the facts public and allowing the culprit to compete for the valuable scholarship,8.735,What was the protagonist's dilemma in relation to the examination and the valuable scholarship?,"The protagonist was torn between exposing the truth about the culprit and letting them participate in the exam, which would determine the recipient of the valuable scholarship.",LibriSpeech/test-clean/1580/141084/1580-141084-0023.wav,
he could hardly stand still so great was his mental agitation and he ran towards holmes with two eager hands outstretched thank heaven that you have come,9.185,How did the person feel upon seeing Holmes and what did he do?,How did the person feel upon seeing Holmes and what did he do?,LibriSpeech/test-clean/1580/141084/1580-141084-0024.wav,
you know him i think so,2.375,Do you think I know him?,"Yes, you know him, I think so.",LibriSpeech/test-clean/1580/141084/1580-141084-0025.wav,
if this matter is not to become public we must give ourselves certain powers and resolve ourselves into a small private court martial,6.995,What specific actions must be taken in order to prevent this matter from becoming public?,We must give ourselves certain powers and resolve ourselves into a small private court martial.,LibriSpeech/test-clean/1580/141084/1580-141084-0026.wav,
no sir certainly not,3.36,Is it safe to assume that the person will comply with the given request?,"No sir, certainly not.",LibriSpeech/test-clean/1580/141084/1580-141084-0027.wav,
there was no man sir,2.6550000000000002,Who or what was not present?,"There was no man, sir.",LibriSpeech/test-clean/1580/141084/1580-141084-0028.wav,
his troubled blue eyes glanced at each of us and finally rested with an expression of blank dismay upon bannister in the farther corner,8.075,Who caught the gaze of the person with troubled blue eyes in the room?,Bannister in the farther corner caught the gaze of the person with troubled blue eyes in the room.,LibriSpeech/test-clean/1580/141084/1580-141084-0029.wav,
just close the door said holmes,2.145,"Who said, ""Just close the door""?","Holmes said, ""Just close the door.""",LibriSpeech/test-clean/1580/141084/1580-141084-0030.wav,
we want to know mister gilchrist how you an honourable man ever came to commit such an action as that of yesterday,6.47,"Is it surprising to learn that Mister Gilchrist, who is viewed as an honorable person, committed such an action as the one that occurred yesterday?","Yes, it is puzzling and unexpected to discover how Mister Gilchrist, whom we regard as an honorable man, carried out the action from yesterday.",LibriSpeech/test-clean/1580/141084/1580-141084-0031.wav,
for a moment gilchrist with upraised hand tried to control his writhing features,4.995,How did Gilchrist react when faced with a difficulty?,"For a moment, Gilchrist tried to control his writhing features with his hand raised.",LibriSpeech/test-clean/1580/141084/1580-141084-0032.wav,
come come said holmes kindly it is human to err and at least no one can accuse you of being a callous criminal,7.0,What is Holmes' response to someone's mistake?,"""Come, come,"" said Holmes kindly. ""It is human to err, and at least no one can accuse you of being a callous criminal.""",LibriSpeech/test-clean/1580/141084/1580-141084-0033.wav,
well well don't trouble to answer listen and see that i do you no injustice,4.49,What is the speaker's attitude towards answering a question?,The speaker doesn't want anyone to bother answering.,LibriSpeech/test-clean/1580/141084/1580-141084-0034.wav,
he could examine the papers in his own office,2.63,Where could he examine the papers?,He could examine the papers in his own office.,LibriSpeech/test-clean/1580/141084/1580-141084-0035.wav,
the indian i also thought nothing of,2.475,What did the speaker think of the Indian?,The speaker also thought nothing of the Indian.,LibriSpeech/test-clean/1580/141084/1580-141084-0036.wav,
when i approached your room i examined the window,2.965,What did the speaker do when they approached the room?,The speaker examined the window.,LibriSpeech/test-clean/1580/141084/1580-141084-0037.wav,
no one less than that would have a chance,2.955,Who would have a chance?,No one less than that.,LibriSpeech/test-clean/1580/141084/1580-141084-0038.wav,
i entered and i took you into my confidence as to the suggestions of the side table,4.885,What did the speaker do upon entering?,The speaker entered and took you into their confidence regarding the suggestions of the side table.,LibriSpeech/test-clean/1580/141084/1580-141084-0039.wav,
he returned carrying his jumping shoes which are provided as you are aware with several sharp spikes,5.985,What did he bring back with him?,"He returned carrying his jumping shoes, which are provided, as you are aware, with several sharp spikes.",LibriSpeech/test-clean/1580/141084/1580-141084-0040.wav,
no harm would have been done had it not been that as he passed your door he perceived the key which had been left by the carelessness of your servant,7.99,What would have been the consequence if the key had not been noticed by him while passing your door?,No harm would have been done.,LibriSpeech/test-clean/1580/141084/1580-141084-0041.wav,
a sudden impulse came over him to enter and see if they were indeed the proofs,5.06,What sudden impulse did he feel and what did he want to see?,What sudden impulse came over him and what did he want to see?,LibriSpeech/test-clean/1580/141084/1580-141084-0042.wav,
he put his shoes on the table,2.065,Where did he place his shoes?,He put his shoes on the table.,LibriSpeech/test-clean/1580/141084/1580-141084-0043.wav,
gloves said the young man,2.895,"Who or what spoke the word ""gloves""?","The young man said ""gloves"".",LibriSpeech/test-clean/1580/141084/1580-141084-0044.wav,
suddenly he heard him at the very door there was no possible escape,3.625,What did he hear and where was it coming from?,"He heard him at the very door, there was no possible escape.",LibriSpeech/test-clean/1580/141084/1580-141084-0045.wav,
have i told the truth mister gilchrist,2.35,"Who is being addressed as ""Mister Gilchrist"" in the text?","The person being addressed as ""Mister Gilchrist"" is the person being asked whether they have told the truth.",LibriSpeech/test-clean/1580/141084/1580-141084-0046.wav,
i have a letter here mister soames which i wrote to you early this morning in the middle of a restless night,5.25,Who is the intended recipient of the letter mentioned in the text?,Mister Soames.,LibriSpeech/test-clean/1580/141084/1580-141084-0047.wav,
it will be clear to you from what i have said that only you could have let this young man out since you were left in the room and must have locked the door when you went out,9.265,Who could have let the young man out of the room?,It is clear from what was said that only you could have let this young man out since you were left in the room and must have locked the door when you went out.,LibriSpeech/test-clean/1580/141084/1580-141084-0048.wav,
it was simple enough sir if you only had known but with all your cleverness it was impossible that you could know,7.575,Was it easy for the person being addressed to know?,"No, it was not easy for the person being addressed to know, despite their cleverness.",LibriSpeech/test-clean/1580/141084/1580-141084-0049.wav,
if mister soames saw them the game was up,2.7800000000000002,Who would bring an end to the game if he saw them?,Mister Soames.,LibriSpeech/test-clean/1580/141084/1580-141084-0050.wav,
saturday august fifteenth the sea unbroken all round no land in sight,7.04,"What is the condition of the sea on Saturday, August fifteenth and is there any land in sight?","On Saturday, August fifteenth, the sea is unbroken all round and there is no land in sight.",LibriSpeech/test-clean/260/123286/260-123286-0000.wav,
the horizon seems extremely distant,3.07,What is the appearance of the horizon?,The horizon seems extremely distant.,LibriSpeech/test-clean/260/123286/260-123286-0001.wav,
all my danger and sufferings were needed to strike a spark of human feeling out of him but now that i am well his nature has resumed its sway,9.985,What change has occurred in the person's nature now that the speaker is well?,"Now that the speaker is well, the person's nature has regained control.",LibriSpeech/test-clean/260/123286/260-123286-0002.wav,
you seem anxious my uncle i said seeing him continually with his glass to his eye anxious,7.37,How did the speaker describe their uncle in the given scenario?,The speaker described their uncle as anxious because they saw him continually with his glass to his eye.,LibriSpeech/test-clean/260/123286/260-123286-0003.wav,
one might be with less reason than now,3.465,How does one's reason currently compare to how it used to be?,One might be with less reason than now.,LibriSpeech/test-clean/260/123286/260-123286-0004.wav,
i am not complaining that the rate is slow but that the sea is so wide,4.8100000000000005,What is the speaker's complaint regarding the sea?,The speaker's complaint is not about the slow rate but rather about the wide expanse of the sea.,LibriSpeech/test-clean/260/123286/260-123286-0005.wav,
we are losing time and the fact is i have not come all this way to take a little sail upon a pond on a raft,7.405,What does the speaker suggest about their current situation and their intentions?,The speaker suggests that they are running out of time and expresses dissatisfaction with the current circumstances. They also emphasize that they did not come all this way just to have a leisurely sail on a raft in a pond.,LibriSpeech/test-clean/260/123286/260-123286-0006.wav,
he called this sea a pond and our long voyage taking a little sail,4.55,How did he describe the sea and our journey?,He called the sea a pond and described our long journey as taking a little sail.,LibriSpeech/test-clean/260/123286/260-123286-0007.wav,
therefore don't talk to me about views and prospects,3.735,What should the speaker avoid discussing with the listener?,The speaker should avoid discussing views and prospects with the listener.,LibriSpeech/test-clean/260/123286/260-123286-0008.wav,
i take this as my answer and i leave the professor to bite his lips with impatience,5.795,How does the speaker feel about their response to a question given by the professor?,The speaker feels satisfied with their answer and takes amusement in imagining the professor becoming impatient.,LibriSpeech/test-clean/260/123286/260-123286-0009.wav,
sunday august sixteenth,2.575,What day of the week and date is being referred to in the text?,"Sunday, August sixteenth.",LibriSpeech/test-clean/260/123286/260-123286-0010.wav,
nothing new weather unchanged the wind freshens,4.255,What is the current state of the weather?,"Nothing new, the weather remains unchanged and the wind is freshening.",LibriSpeech/test-clean/260/123286/260-123286-0011.wav,
but there seemed no reason to fear,2.43,Did the situation give any indication to be afraid?,"No, there seemed no reason to fear.",LibriSpeech/test-clean/260/123286/260-123286-0012.wav,
the shadow of the raft was clearly outlined upon the surface of the waves,4.73,How was the shadow of the raft visible in the water?,The shadow of the raft was clearly outlined upon the surface of the waves.,LibriSpeech/test-clean/260/123286/260-123286-0013.wav,
truly this sea is of infinite width,2.98,How would you describe the width of this sea?,The width of this sea is infinite.,LibriSpeech/test-clean/260/123286/260-123286-0014.wav,
it must be as wide as the mediterranean or the atlantic and why not,5.21,How vast is the body of water mentioned in the text?,The body of water mentioned in the text is said to be as wide as the Mediterranean or the Atlantic.,LibriSpeech/test-clean/260/123286/260-123286-0015.wav,
these thoughts agitated me all day and my imagination scarcely calmed down after several hours sleep,7.0,How did the narrator feel after spending the whole day with these thoughts?,"The narrator felt agitated all day due to these thoughts, and even after sleeping for several hours, their imagination remained unsettled.",LibriSpeech/test-clean/260/123286/260-123286-0016.wav,
i shudder as i recall these monsters to my remembrance,3.975,What is the speaker's emotional response when remembering these monsters?,The speaker shudders when recalling these monsters to their remembrance.,LibriSpeech/test-clean/260/123286/260-123286-0017.wav,
i saw at the hamburg museum the skeleton of one of these creatures thirty feet in length,5.67,Where did you see the skeleton of one of these creatures and how long was it?,"I saw the skeleton of one of these creatures at the Hamburg Museum, and it was thirty feet in length.",LibriSpeech/test-clean/260/123286/260-123286-0018.wav,
i suppose professor liedenbrock was of my opinion too and even shared my fears for after having examined the pick his eyes traversed the ocean from side to side,11.905,Whose opinion did Professor Liedenbrock share and what were their fears?,Professor Liedenbrock shared the narrator's opinion and they both had fears after examining the pick.,LibriSpeech/test-clean/260/123286/260-123286-0019.wav,
tuesday august eighteenth,3.06,What is the date today?,"Tuesday, August eighteenth.",LibriSpeech/test-clean/260/123286/260-123286-0020.wav,
during his watch i slept,2.55,"What did the person referred to as ""he"" do while ""I"" was asleep?","""He"" watched over something or someone.",LibriSpeech/test-clean/260/123286/260-123286-0021.wav,
two hours afterwards a terrible shock awoke me,3.235,What happened to the person who was sleeping two hours prior?,The person was abruptly awakened by a dreadful shock.,LibriSpeech/test-clean/260/123286/260-123286-0022.wav,
the raft was heaved up on a watery mountain and pitched down again at a distance of twenty fathoms,5.875,What happened to the raft after it was heaved up on a watery mountain?,The raft was pitched down again at a distance of twenty fathoms.,LibriSpeech/test-clean/260/123286/260-123286-0023.wav,
there's a whale a whale cried the professor,3.04,What did the professor exclaim when he saw something in the distance?,"""There's a whale, a whale!"" cried the professor.",LibriSpeech/test-clean/260/123286/260-123286-0024.wav,
flight was out of the question now the reptiles rose they wheeled around our little raft with a rapidity greater than that of express trains,9.205,What happened when the flight was no longer an option?,The reptiles emerged and began circling our small raft with a speed faster than that of express trains.,LibriSpeech/test-clean/260/123286/260-123286-0025.wav,
two monsters only were creating all this commotion and before my eyes are two reptiles of the primitive world,6.94,How many monsters were causing all the commotion?,Two monsters were causing all the commotion.,LibriSpeech/test-clean/260/123286/260-123286-0026.wav,
i can distinguish the eye of the ichthyosaurus glowing like a red hot coal and as large as a man's head,7.17,How would you describe the appearance of the eye of the ichthyosaurus?,The eye of the ichthyosaurus appears to glow like a red hot coal and is about the size of a man's head.,LibriSpeech/test-clean/260/123286/260-123286-0027.wav,
its jaw is enormous and according to naturalists it is armed with no less than one hundred and eighty two teeth,7.465,What is the size of the jaw and how many teeth does it have?,"According to naturalists, the jaw of the subject is enormous, and it is equipped with no less than one hundred and eighty-two teeth.",LibriSpeech/test-clean/260/123286/260-123286-0028.wav,
those huge creatures attacked each other with the greatest animosity,4.545,What was the nature of the interaction between the large creatures?,The large creatures attacked each other with the greatest animosity.,LibriSpeech/test-clean/260/123286/260-123286-0029.wav,
suddenly the ichthyosaurus and the plesiosaurus disappear below leaving a whirlpool eddying in the water,7.53,What happened to the ichthyosaurus and the plesiosaurus?,"The ichthyosaurus and the plesiosaurus suddenly disappeared below, leaving a whirlpool eddying in the water.",LibriSpeech/test-clean/260/123286/260-123286-0030.wav,
as for the ichthyosaurus has he returned to his submarine cavern,5.06,Has the ichthyosaurus returned to his submarine cavern?,"As for the ichthyosaurus, yes, he has returned to his submarine cavern.",LibriSpeech/test-clean/260/123286/260-123286-0031.wav,
the roarings become lost in the distance,3.04,What happens to the roarings?,The roarings become lost in the distance.,LibriSpeech/test-clean/260/123288/260-123288-0000.wav,
the weather if we may use that term will change before long,5.08,What will happen to the weather soon?,The weather will change before long.,LibriSpeech/test-clean/260/123288/260-123288-0001.wav,
the atmosphere is charged with vapours pervaded with the electricity generated by the evaporation of saline waters,7.25,What element contributes to the charged atmosphere mentioned in the text?,"The evaporation of saline waters generates electricity, which permeates the air with charged vapours.",LibriSpeech/test-clean/260/123288/260-123288-0002.wav,
the electric light can scarcely penetrate through the dense curtain which has dropped over the theatre on which the battle of the elements is about to be waged,8.905,What is the atmosphere like inside the theatre just before the battle of the elements?,The atmosphere inside the theatre is filled with darkness as the dense curtain obstructs the electric light from penetrating.,LibriSpeech/test-clean/260/123288/260-123288-0003.wav,
the air is heavy the sea is calm,4.31,How would you describe the atmospheric conditions in this particular location?,The air is heavy.,LibriSpeech/test-clean/260/123288/260-123288-0004.wav,
from time to time a fleecy tuft of mist with yet some gleaming light left upon it drops down upon the dense floor of grey and loses itself in the opaque and impenetrable mass,12.55,What happens to the mist as it descends upon the grey floor?,"The mist, which has a fleecy tuft and a remaining gleaming light, drops down onto the dense floor of grey and becomes lost amidst the opaque and impenetrable mass.",LibriSpeech/test-clean/260/123288/260-123288-0005.wav,
the atmosphere is evidently charged and surcharged with electricity,4.88,How can the current state of the atmosphere be described?,The atmosphere is evidently charged and surcharged with electricity.,LibriSpeech/test-clean/260/123288/260-123288-0006.wav,
the wind never lulls but to acquire increased strength the vast bank of heavy clouds is a huge reservoir of fearful windy gusts and rushing storms,11.2,Does the wind ever calm down or become weaker?,"No, the wind never lulls; instead, it gains strength.",LibriSpeech/test-clean/260/123288/260-123288-0007.wav,
there's a heavy storm coming on i cried pointing towards the horizon,5.515,What caused the individual to cry and point towards the horizon?,There's a heavy storm coming.,LibriSpeech/test-clean/260/123288/260-123288-0008.wav,
those clouds seem as if they were going to crush the sea,3.435,What is the impression given by the appearance of the clouds in the text?,The clouds appear to be so heavy and menacing that they give the impression of being capable of crushing the sea.,LibriSpeech/test-clean/260/123288/260-123288-0009.wav,
on the mast already i see the light play of a lambent saint elmo's fire the outstretched sail catches not a breath of wind and hangs like a sheet of lead,9.995,What is the visual observation made on the mast? ,The light play of a lambent Saint Elmo's fire. ,LibriSpeech/test-clean/260/123288/260-123288-0010.wav,
but if we have now ceased to advance why do we yet leave that sail loose which at the first shock of the tempest may capsize us in a moment,8.98,What does the text suggest about our current state of progress despite ceasing to advance?,"The text suggests that despite not making any progress, we still leave ourselves vulnerable to potential dangers that could quickly overwhelm us.",LibriSpeech/test-clean/260/123288/260-123288-0011.wav,
that will be safest no no never,3.545,Is it safe to engage in the mentioned activity?,"No, it is advised to never engage in that activity as it is considered unsafe.",LibriSpeech/test-clean/260/123288/260-123288-0012.wav,
the piled up vapours condense into water and the air put into violent action to supply the vacuum left by the condensation of the mists rouses itself into a whirlwind,11.3850625,What causes the air to transform into a whirlwind?,"The condensation of the piled up vapors into water creates a vacuum, which prompts the air to become agitated and form a whirlwind.",LibriSpeech/test-clean/260/123288/260-123288-0013.wav,
hans stirs not,1.8050000000000002,What does Hans do?,Hans stirs not.,LibriSpeech/test-clean/260/123288/260-123288-0014.wav,
